seed,selected_views,photo_count,certified_coverage,weakest_structure_part_coverage,weakest_region_coverage,mean_region_gap,weakest_sector_coverage,average_quality,mean_quality_normalized,quality_good_fraction,weakest_quality_normalized,mean_incidence_quality,mean_distance_quality,mean_visibility_quality,route_length_m,route_objective
7,44,396,0.9900000095367432,0.9847328244274809,0.9811320900917053,0.008211843844037503,0.969072163105011,0.8328443765640259,0.6940810680389404,0.9900000095367432,0.0,0.8456947207450867,0.9730767011642456,1.0,993.1726357107838,1259.9327566558848
17,41,369,0.9988889098167419,0.9974554707379135,0.9930555820465088,0.0008680555620230734,0.9941860437393188,0.8275938630104065,0.6897053718566895,0.9977777600288391,0.0,0.8511446118354797,0.9685508012771606,1.0,993.006018027724,1278.0011800924542
29,55,385,0.9688888788223267,0.9516539440203562,0.9414893388748169,0.02464152278844267,0.907216489315033,0.8189504742622375,0.6825020909309387,0.9688888788223267,0.0,0.8268165588378906,0.9577662944793701,0.996666669845581,977.4929783954495,1279.4602711688608
